"","X","name","year","year_prod","cum","investmentMillNOK","lon","lat","recoverable_oil","remaining_oil","oil_price_nom","oil_price_real","oil_price_real_l1","oil_price_real_l2","oil_price_real_l3","oil_price_real_l4","oil_price_real_l5","oil_price_real_l6","oil_price_real_l7","oil_price_real_l8","diff_oil_price","pos_price_diff","neg_price_diff","diff_oil_price_3yr","pos_diff_3yr","neg_diff_3yr","deflator","bond_index","init_year","tot.prod","producing_from","producing_to","approved_at","shutdown","investmentMillNOK_real","total.oil","total.invest"
"839",870,"MURCHISON",1974,NA,NA,22,1.74417863169497,61.4013323284811,13.9,0,11.58,51.2340452592,16.1487694424,12.9300230208,12.0450645504,10.102970592,10.699571808,11.276547984,11.747548944,12.08902464,35.0852758168,35.0852758168,1e-07,39.1889807088,39.1889807088,1e-06,0.18944916643,97.16,1974,13.85589,"1980-09-28",NA,"1976-12-15",NA,116.126137763339,13.85589,2597
"879",891,"NJORD",1995,NA,NA,829,7.08596848060186,64.2836934657722,28.5,3,17.0166797,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,1.074684855909,1.074684855909,1e-07,-5.680986297246,1e-06,5.680986297246,0.66338741206,819.75,1995,25.81499,"1997-09-30",NA,"1995-06-12",NA,1249.64686535991,25.81499,14888
"898",906,"NORDØST FRIGG",1982,NA,NA,1143,2.27302567518366,60.0051447349811,0,0,32.97,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,50.0527486848,49.039922176,46.7387117912,51.2340452592,-11.690308342254,1e-07,11.690308342254,-20.44087863201,1e-06,20.44087863201,0.38480464028,189.62,1982,0,"1983-12-01","1993-05-08","1980-09-12","1993-05-08",2970.33840124252,0,1816
"917",924,"NORNE",1994,NA,NA,277,8.14730733355371,66.0342140612566,90.8,3.8,15.8173152,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,-2.337829279458,1e-07,2.337829279458,-8.752377624155,1e-06,8.752377624155,0.6418274807,674.41,1994,87.70645,"1997-11-06",NA,"1995-03-09",NA,431.580149385149,87.70645,23806
"937",944,"ODIN",1978,NA,NA,12,2.1725050919319,60.0607537318272,0,0,14.02,46.888728834356,50.0527486848,49.039922176,46.7387117912,51.2340452592,16.1487694424,12.9300230208,12.0450645504,10.102970592,-3.164019850444,1e-07,3.164019850444,0.150017043156005,0.150017043156005,1e-06,0.27798832517,139.11,1978,0,"1984-04-01","1994-08-01","1980-07-18","1994-08-01",43.1672804700038,0,2614
"960",972,"ORMEN LANGE",2003,NA,NA,7,5.34948001844205,63.4925752508118,0,0,28.8307031,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,3.836311721318,3.836311721318,1e-07,-1.916754819032,1e-06,1.916754819032,0.75504974539,1438.7,2003,0,"2007-09-13",NA,"2004-04-02",NA,9.27091233754982,0,35967
"971",975,"OSEBERG",1983,NA,NA,112,2.7224245636686,60.547855838503,384.6,22.7,29.55,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,50.0527486848,49.039922176,46.7387117912,-9.806258325738,1e-07,9.806258325738,-32.769297028892,1e-06,32.769297028892,0.41323660707,207.3,1983,364.62241,"1988-12-01",NA,"1984-06-05",NA,271.031167335637,364.62241,66622
"1002",1019,"OSEBERG ØST",1996,NA,NA,158,2.97861373388312,60.6180662988666,26.7,7.9,20.6684884,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,4.376890751127,4.376890751127,1e-07,3.113746327578,3.113746327578,1e-06,0.67290533329,847.54,1996,19.0898,"1999-05-03",NA,"1996-10-11",NA,234.80271619709,19.0898,8827
"1020",1024,"OSEBERG SØR",1995,NA,NA,0,2.76000363232503,60.2522579725321,61,17.2,17.0166797,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,1.074684855909,1.074684855909,1e-07,-5.680986297246,1e-06,5.680986297246,0.66338741206,819.75,1995,46.11784,"2000-02-05",NA,"1997-06-10",NA,0,46.11784,20108
"1039",1043,"OSELVAR",2009,NA,NA,502,2.71795461122115,56.9314357336871,4.6,4.5,61.6712648,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,-35.816704965067,1e-07,35.816704965067,-7.778731790394,1e-06,7.778731790394,0.98334873526,1885,2009,0.2855,"2012-04-14",NA,"2009-06-19",NA,510.500478619388,0.2855,3535
"1044",1053,"ØST FRIGG",1985,NA,NA,6,2.35442826251996,59.9186238469483,0,0,27.56,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,50.0527486848,-4.549364171297,1e-07,4.549364171297,-18.64906541133,1e-06,18.64906541133,0.47093857886,301.98,1985,0,"1988-10-01","1997-12-22","1984-12-14","1997-12-22",12.7405149404497,0,2186
"1068",1083,"REV",2001,NA,NA,0,1.93283172425945,58.0297507446714,0.7,0,24.4438911,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,-5.98687980578,1e-07,5.98687980578,13.086174504757,13.086174504757,1e-06,0.75789533722,1205.7,2001,0.69569,"2009-01-24",NA,"2007-06-15",NA,0,0.69569,3831
"1081",1089,"RINGHORNE ØST",2005,NA,NA,90,2.49480248790107,59.2908288196617,15.5,6.3,54.5210895,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,16.702729551259,16.702729551259,1e-07,30.543208995656,30.543208995656,1e-06,0.81315690914,1546.51,2005,9.9069,"2006-03-19",NA,"2005-11-10",NA,110.679745801071,9.9069,738
"1090",1103,"SIGYN",2000,NA,NA,5,2.01804411367687,58.286052787279,0,0,28.4954492,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,12.56333717852,12.56333717852,1e-07,10.144372362841,10.144372362841,1e-06,0.73402927585,1089.13,2000,0,"2002-12-22",NA,"2001-08-31",NA,6.81171741305555,0,2066
"1104",1108,"SKARV",2002,NA,NA,0,7.62765526837274,65.722313193458,15.5,15.5,25.0232558,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,0.233813265430001,0.233813265430001,1e-07,6.81027063817,6.81027063817,1e-06,0.75298305701,1328.32,2002,2.01449,"2013-01-01",NA,"2007-12-18",NA,0,2.01449,37119
"1116",1121,"SKIRNE",2001,NA,NA,16,2.4911609339466,59.6174711637374,2.2,0.5,24.4438911,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,-5.98687980578,1e-07,5.98687980578,13.086174504757,13.086174504757,1e-06,0.75789533722,1205.7,2001,1.80585,"2004-03-03",NA,"2002-07-05",NA,21.1110943876352,1.80585,2685
"1129",1135,"SKULD",2011,NA,NA,1434,8.31425291966612,66.233748518855,13.4,13.4,111.264166666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,31.7686330666667,31.7686330666667,1e-07,12.7646176363387,12.7646176363387,1e-06,1.03495856434,2219.45,2011,0.41416,"2013-03-19",NA,"2012-01-20",NA,1385.5627166238,0.41416,1434
"1132",1136,"SLEIPNER ØST",1987,NA,NA,73,1.96777871260869,58.4363066837147,0,0,18.4350394,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,6.67680766055,6.67680766055,1e-07,-25.014694434389,1e-06,25.014694434389,0.55329170384,357.67,1987,0,"1993-08-24",NA,"1986-12-15",NA,131.937637042738,0,26756
"1159",1163,"SLEIPNER VEST",1991,NA,NA,15,1.73003775079862,58.4411174424518,0,0,20.0033852,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,-7.558063924941,1e-07,7.558063924941,4.517079040569,4.517079040569,1e-06,0.62105428404,568.73,1991,0,"1996-08-29",NA,"1992-12-14",NA,24.1524781093594,0,23176
"1182",1192,"SNØHVIT",2002,NA,NA,201,20.974280373147,71.494429314902,0,0,25.0232558,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,0.233813265430001,0.233813265430001,1e-07,6.81027063817,6.81027063817,1e-06,0.75298305701,1328.32,2002,0,"2007-08-21",NA,"2002-03-07",NA,266.938277201277,0,8235
"1194",1198,"SNORRE",1988,NA,NA,995,2.1934638806552,61.4925806128278,249.9,64.1,14.9238417,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,-7.877876661437,1e-07,7.877876661437,-28.343206924529,1e-06,28.343206924529,0.59988955903,392.57,1988,189.91968,"1992-08-03",NA,"1988-05-27",NA,1658.63863609975,189.91968,65475
"1220",1224,"STATFJORD",1974,NA,NA,85,1.86633830680956,61.2622243167665,570.4,4.3,11.58,51.2340452592,16.1487694424,12.9300230208,12.0450645504,10.102970592,10.699571808,11.276547984,11.747548944,12.08902464,35.0852758168,35.0852758168,1e-07,39.1889807088,39.1889807088,1e-06,0.18944916643,97.16,1974,567.61774,"1979-11-24",NA,"1976-06-16",NA,448.669168631084,567.61774,65264
"1260",1281,"STATFJORD NORD",1990,NA,NA,41,1.94021525940339,61.4445702252035,39.5,3,23.7258203,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,7.532540048975,7.532540048975,1e-07,4.197266304073,4.197266304073,1e-06,0.61968307593,481,1990,36.65546,"1995-01-23",NA,"1990-12-11",NA,66.1628525814886,36.65546,5719
"1284",1288,"STATFJORD ØST",1990,NA,NA,40,2.00324514036635,61.3388015355333,36.8,0.7,23.7258203,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,7.532540048975,7.532540048975,1e-07,4.197266304073,4.197266304073,1e-06,0.61968307593,481,1990,36.3874,"1994-09-24",NA,"1990-12-11",NA,64.549124469745,36.3874,6015
"1308",1324,"SYGNA",1999,NA,NA,512,2.00304025169097,61.4758768797368,11,1.1,17.9700778,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,6.509717132017,6.509717132017,1e-07,-5.204280482861,1e-06,5.204280482861,0.70720812024,997.97,1999,9.91334,"2000-08-01",NA,"1999-04-30",NA,723.973587614133,9.91334,1984
"1323",1337,"TAMBAR",2000,NA,NA,356,2.96359299912913,56.9705367608966,9.5,0.6,28.4954492,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,12.56333717852,12.56333717852,1e-07,10.144372362841,10.144372362841,1e-06,0.73402927585,1089.13,2000,9.36632,"2001-07-15",NA,"2000-04-03",NA,484.994279809555,9.36632,2212
"1337",1347,"TAMBAR ØST",2007,NA,NA,874,3.00254222285793,56.9717211621654,0.3,0,72.3890784,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,5.668069269744,5.668069269744,1e-07,31.958587211159,31.958587211159,1e-06,0.90803283064,1689.14,2007,0,"2007-10-02",NA,"2007-06-28",NA,962.520264145061,0,1034
"1344",1361,"TOMMELITEN GAMMA",1986,NA,NA,238,2.92790567672377,56.4880688782196,3.9,0,14.43,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,-27.142137923642,1e-07,27.142137923642,-35.984945009234,1e-06,35.984945009234,0.50415692049,351.2,1986,3.87379,"1988-10-03","1998-08-05","1986-06-12","1998-08-05",472.075241511478,3.87379,2406
"1369",1389,"TOR",1974,NA,NA,72,3.3294126612118,56.6414837758413,24.3,0.4,11.58,51.2340452592,16.1487694424,12.9300230208,12.0450645504,10.102970592,10.699571808,11.276547984,11.747548944,12.08902464,35.0852758168,35.0852758168,1e-07,39.1889807088,39.1889807088,1e-06,0.18944916643,97.16,1974,24.06315,"1978-06-28",NA,"1973-05-04",NA,380.049178134565,24.06315,3934
"1409",1420,"TORDIS",1991,NA,NA,43,2.11793466328217,61.282203334583,61.2,6,20.0033852,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,-7.558063924941,1e-07,7.558063924941,4.517079040569,4.517079040569,1e-06,0.62105428404,568.73,1991,55.66589,"1994-06-03",NA,"1991-05-14",NA,69.2371039134971,55.66589,12201
"1432",1458,"TROLL",1986,NA,NA,44,3.55205661805255,60.8229328469986,263.8,36,14.43,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,-27.142137923642,1e-07,27.142137923642,-35.984945009234,1e-06,35.984945009234,0.50415692049,351.2,1986,234.21086,"1995-09-19",NA,"1986-12-15",NA,87.2744143970801,234.21086,130620
"1460",1465,"TRYM",2009,NA,NA,526,4.23609655082208,56.4041394369044,1.5,0.8,61.6712648,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,-35.816704965067,1e-07,35.816704965067,-7.778731790394,1e-06,7.778731790394,0.98334873526,1885,2009,0.87675,"2011-02-12",NA,"2010-03-26",NA,534.906876003582,0.87675,2956
"1465",1470,"TUNE",1998,NA,NA,0,2.65347438601288,60.4384704723206,3.3,0,12.7156615,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,-8.928681947696,1e-07,8.928681947696,-7.337106863751,1e-06,7.337106863751,0.69929048414,1017.16,1998,3.48142,"2002-11-28",NA,"1999-12-17",NA,0,3.48142,4746
"1481",1486,"TYRIHANS",2004,NA,NA,206,7.00054597751017,64.7936175899987,32.4,16.5,38.265,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,10.004167723079,10.004167723079,1e-07,14.074292709827,14.074292709827,1e-06,0.78327904719,1516.6,2004,18.98667,"2009-07-08",NA,"2006-02-16",NA,262.996949476718,18.98667,15203
"1491",1496,"ULA",1983,NA,NA,180,2.86058154926769,57.1027281592441,87.9,15.7,29.55,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,46.888728834356,50.0527486848,49.039922176,46.7387117912,-9.806258325738,1e-07,9.806258325738,-32.769297028892,1e-06,32.769297028892,0.41323660707,207.3,1983,72.73466,"1986-10-06",NA,"1980-05-30",NA,435.585804646559,72.73466,14700
"1522",1527,"URD",2003,NA,NA,0,8.18112047764508,66.0562930015098,7,2,28.8307031,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,24.347697563407,3.836311721318,3.836311721318,1e-07,-1.916754819032,1e-06,1.916754819032,0.75504974539,1438.7,2003,5.25027,"2005-11-08",NA,"2004-07-02",NA,0,5.25027,5073
"1533",1538,"VALE",1998,NA,NA,17,2.3025885360834,59.7058411350797,2.4,1.1,12.7156615,17.010590699656,25.939272647352,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,-8.928681947696,1e-07,8.928681947696,-7.337106863751,1e-06,7.337106863751,0.69929048414,1017.16,1998,1.49546,"2002-05-31",NA,"2001-03-23",NA,24.3103551178834,1.49546,2495
"1549",1555,"VALEMON",2010,NA,NA,85,2.35581961807978,61.0425777458994,4.9,4.9,79.4955336,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,16.812689534739,16.812689534739,1e-07,3.36588847460101,3.36588847460101,1e-06,0.99972375346,2064.45,2010,0,NA,NA,"2011-06-09",NA,85.0234874442252,0,1484
"1553",1558,"VALHALL",1977,NA,NA,156,3.39380320803712,56.2757685354991,147.4,41.5,13.92,50.0527486848,49.039922176,46.7387117912,51.2340452592,16.1487694424,12.9300230208,12.0450645504,10.102970592,10.699571808,1.0128265088,1.0128265088,1e-07,-1.1812965744,1e-06,1.1812965744,0.26271777079,138.64,1977,107.42297,"1982-10-02",NA,"1977-06-02",NA,593.793101741475,107.42297,61511
"1590",1604,"VARG",1996,NA,NA,1148,1.90806471850527,58.0724677502287,16.4,1.4,20.6684884,28.724588314534,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,4.376890751127,4.376890751127,1e-07,3.113746327578,3.113746327578,1e-06,0.67290533329,847.54,1996,15.46903,"1998-12-22",NA,"1996-05-03",NA,1706.03492528012,15.46903,7880
"1608",1613,"VEGA",2006,NA,NA,0,3.35383808173038,61.3558384627819,6.6,5.1,65.1440625,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,9.587788390156,9.587788390156,1e-07,36.294685664494,36.294685664494,1e-06,0.8528632903,1614.19,2006,2.45144,"2010-12-02",NA,"2007-06-14",NA,0,2.45144,8503
"1616",1638,"VESLEFRIKK",1987,NA,NA,1537,2.89165812735528,60.7882712782636,54.1,1.8,18.4350394,35.386187952521,28.709380291971,55.851518215613,60.40088238691,64.694325301205,74.500583626943,86.190891969197,97.463622330097,94.941462258953,6.67680766055,6.67680766055,1e-07,-25.014694434389,1e-06,25.014694434389,0.55329170384,357.67,1987,52.80233,"1989-12-26",NA,"1987-06-02",NA,2777.91983746148,52.80233,16660
"1643",1649,"VEST EKOFISK",1972,NA,NA,3,3.08579824217925,56.5626200683888,12.2,0,2.48,12.9300230208,12.0450645504,10.102970592,10.699571808,11.276547984,11.747548944,12.08902464,12.426575328,12.63852576,0.884958470400001,0.884958470400001,1e-07,2.2304512128,2.2304512128,1e-06,0.15542914439,NA,1972,12.15364,"1977-05-31","1998-08-25","1973-05-04","1998-08-25",19.301399436855,12.15364,943
"1684",1689,"VIGDIS",1994,NA,NA,125,2.14717107261817,61.4005474247221,66.6,15,15.8173152,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,-2.337829279458,1e-07,2.337829279458,-8.752377624155,1e-06,8.752377624155,0.6418274807,674.41,1994,53.2808,"1997-01-28",NA,"1994-12-16",NA,194.756385101602,53.2808,14829
"1704",1715,"VILJE",2005,NA,NA,587,2.27552164338275,59.6634230513965,13.6,6.2,54.5210895,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,16.702729551259,16.702729551259,1e-07,30.543208995656,30.543208995656,1e-06,0.81315690914,1546.51,2005,8.60685,"2008-08-01",NA,"2005-03-18",NA,721.877897613654,8.60685,1947
"1713",1728,"VISUND",1995,NA,NA,28,2.5581843023357,61.4158006225692,33.9,11.5,17.0166797,24.347697563407,23.273012707498,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,1.074684855909,1.074684855909,1e-07,-5.680986297246,1e-06,5.680986297246,0.66338741206,819.75,1995,23.32378,"1999-04-21",NA,"1996-03-29",NA,42.2076142702984,23.32378,22136
"1732",1737,"VISUND SØR",2011,NA,NA,826,2.34519552687469,61.2967592678607,2.7,2.7,111.264166666667,111.264166666667,79.4955336,62.682844065261,98.499549030328,76.129645125399,70.461575855655,60.873787465499,44.17105791424,34.166890191161,31.7686330666667,31.7686330666667,1e-07,12.7646176363387,12.7646176363387,1e-06,1.03495856434,2219.45,2011,0.42845,"2012-11-22",NA,"2011-06-10",NA,798.099584331423,0.42845,826
"1735",1741,"VOLUND",2004,NA,NA,0,1.94660693974438,59.4841058774041,8.6,4,38.265,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,28.724588314534,10.004167723079,10.004167723079,1e-07,14.074292709827,14.074292709827,1e-06,0.78327904719,1516.6,2004,6.36994,"2009-09-10",NA,"2007-01-18",NA,0,6.36994,3185
"1745",1758,"VOLVE",2005,NA,NA,184,1.8908297580931,58.4390473961101,8.7,1,54.5210895,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,25.939272647352,16.702729551259,16.702729551259,1e-07,30.543208995656,30.543208995656,1e-06,0.81315690914,1546.51,2005,8.14728,"2008-02-12",NA,"2005-04-22",NA,226.278591415523,8.14728,3044
"1754",1759,"YME",1993,NA,NA,23,4.36277339390594,57.7488517157149,22,14.1,16.9716342,25.610841986956,30.028683860653,32.025390331653,39.583454256594,32.050914207619,27.508311291084,35.386187952521,28.709380291971,55.851518215613,-4.417841873697,1e-07,4.417841873697,-13.972612269638,1e-06,13.972612269638,0.63737796914,697.73,1993,7.90608,"1996-02-27","2001-04-16","1995-01-06","2001-04-17",36.0853388626428,15.81216,23438
"1796",1801,"YTTERGRYTA",2006,NA,NA,52,7.51501640072255,65.1105906665245,0.3,0,65.1440625,70.461575855655,60.873787465499,44.17105791424,34.166890191161,30.330578469843,30.096765204413,36.083645010193,23.520307831673,17.010590699656,9.587788390156,9.587788390156,1e-07,36.294685664494,36.294685664494,1e-06,0.8528632903,1614.19,2006,0.29334,"2009-01-05",NA,"2008-05-21",NA,60.9710848050555,0.29334,1460
